Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Nauru,NRU,WPR,HIC,2020,4,5_14,
Nauru,NRU,WPR,HIC,2020,3,65+,
Nauru,NRU,WPR,HIC,2020,2,0_4,
Nauru,NRU,WPR,HIC,2020,1,0_4,
Nauru,NRU,WPR,HIC,2020,11,65+,
Nauru,NRU,WPR,HIC,2020,3,5_14,
Nauru,NRU,WPR,HIC,2020,2,15_64,
Nauru,NRU,WPR,HIC,2020,1,15_64,
Nauru,NRU,WPR,HIC,2020,12,15_64,
Nauru,NRU,WPR,HIC,2020,9,0_4,
Nauru,NRU,WPR,HIC,2020,8,0_4,
Nauru,NRU,WPR,HIC,2020,7,0_4,
Nauru,NRU,WPR,HIC,2020,6,15_64,
Nauru,NRU,WPR,HIC,2020,9,65+,
Nepal,NPL,SEAR,LMC,2020,1,0_4,
Nepal,NPL,SEAR,LMC,2020,11,65+,286
Nepal,NPL,SEAR,LMC,2020,8,5_14,0
Nepal,NPL,SEAR,LMC,2020,8,0_4,0
Nepal,NPL,SEAR,LMC,2020,7,5_14,
Nepal,NPL,SEAR,LMC,2020,6,65+,
Nepal,NPL,SEAR,LMC,2020,5,65+,
Nepal,NPL,SEAR,LMC,2020,3,65+,
Nepal,NPL,SEAR,LMC,2020,3,5_14,
Nepal,NPL,SEAR,LMC,2020,8,65+,32
Nepal,NPL,SEAR,LMC,2020,1,15_64,
Nepal,NPL,SEAR,LMC,2020,9,5_14,0
Nepal,NPL,SEAR,LMC,2020,10,5_14,2
Nepal,NPL,SEAR,LMC,2020,8,15_64,46
Nepal,NPL,SEAR,LMC,2020,4,0_4,
Nepal,NPL,SEAR,LMC,2020,3,15_64,0
Nepal,NPL,SEAR,LMC,2020,3,0_4,
Nepal,NPL,SEAR,LMC,2020,12,65+,213
Nepal,NPL,SEAR,LMC,2020,9,65+,134
Nepal,NPL,SEAR,LMC,2020,7,0_4,
Nepal,NPL,SEAR,LMC,2020,6,15_64,
Nepal,NPL,SEAR,LMC,2020,5,5_14,0
Nepal,NPL,SEAR,LMC,2020,5,15_64,2
Nepal,NPL,SEAR,LMC,2020,4,5_14,0
Nepal,NPL,SEAR,LMC,2020,2,65+,
Nepal,NPL,SEAR,LMC,2020,1,65+,
Nepal,NPL,SEAR,LMC,2020,12,5_14,1
Nepal,NPL,SEAR,LMC,2020,12,15_64,153
Nepal,NPL,SEAR,LMC,2020,10,15_64,193
Nepal,NPL,SEAR,LMC,2020,7,65+,
Nepal,NPL,SEAR,LMC,2020,11,15_64,225
Nepal,NPL,SEAR,LMC,2020,1,5_14,
Nepal,NPL,SEAR,LMC,2020,4,65+,0
Nepal,NPL,SEAR,LMC,2020,2,5_14,
Nepal,NPL,SEAR,LMC,2020,11,5_14,2
Nepal,NPL,SEAR,LMC,2020,9,15_64,177
Nepal,NPL,SEAR,LMC,2020,6,0_4,
Nepal,NPL,SEAR,LMC,2020,5,0_4,
Nepal,NPL,SEAR,LMC,2020,4,15_64,0
Nepal,NPL,SEAR,LMC,2020,2,15_64,0
Nepal,NPL,SEAR,LMC,2020,2,0_4,
Nepal,NPL,SEAR,LMC,2020,12,0_4,0
Nepal,NPL,SEAR,LMC,2020,11,0_4,0
Nepal,NPL,SEAR,LMC,2020,10,65+,223
Nepal,NPL,SEAR,LMC,2020,10,0_4,5
Nepal,NPL,SEAR,LMC,2020,9,0_4,2
Nepal,NPL,SEAR,LMC,2020,7,15_64,
Nepal,NPL,SEAR,LMC,2020,6,5_14,
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,4,65+,3997
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,2,15_64,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,12,65+,2427
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,11,65+,1666
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,10,15_64,55
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,9,15_64,23
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,8,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,8,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,7,15_64,1
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,12,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,11,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,7,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,6,65+,119
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,6,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,5,15_64,44
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,3,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,1,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,7,65+,40
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,12,0_4,1
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,9,65+,271
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,11,15_64,76
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,4,15_64,245
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,1,15_64,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,7,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,6,15_64,9
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,6,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,9,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,3,15_64,61
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,10,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,1,65+,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,10,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,9,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,8,15_64,6
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,5,65+,636
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,5,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,5,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,4,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,2,65+,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,2,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,10,65+,1269
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,4,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,3,65+,1071
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,2,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,12,15_64,113
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,11,0_4,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,8,65+,75
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,3,5_14,0
Netherlands (Kingdom of the),NLD,EUR,HIC,2020,1,5_14,0
Netherlands Antilles,ANT,AMR,,2020,10,0_4,
Netherlands Antilles,ANT,AMR,,2020,4,15_64,
Netherlands Antilles,ANT,AMR,,2020,4,0_4,
Netherlands Antilles,ANT,AMR,,2020,3,15_64,
Netherlands Antilles,ANT,AMR,,2020,7,15_64,
Netherlands Antilles,ANT,AMR,,2020,6,5_14,
Netherlands Antilles,ANT,AMR,,2020,6,0_4,
Netherlands Antilles,ANT,AMR,,2020,5,5_14,
Netherlands Antilles,ANT,AMR,,2020,5,0_4,
Netherlands Antilles,ANT,AMR,,2020,2,5_14,
Netherlands Antilles,ANT,AMR,,2020,2,0_4,
Netherlands Antilles,ANT,AMR,,2020,1,5_14,
Netherlands Antilles,ANT,AMR,,2020,1,0_4,
Netherlands Antilles,ANT,AMR,,2020,12,5_14,
Netherlands Antilles,ANT,AMR,,2020,12,0_4,
Netherlands Antilles,ANT,AMR,,2020,9,65+,
Netherlands Antilles,ANT,AMR,,2020,8,65+,
Netherlands Antilles,ANT,AMR,,2020,10,65+,
Netherlands Antilles,ANT,AMR,,2020,11,0_4,
Netherlands Antilles,ANT,AMR,,2020,3,0_4,
Netherlands Antilles,ANT,AMR,,2020,11,15_64,
Netherlands Antilles,ANT,AMR,,2020,10,15_64,
Netherlands Antilles,ANT,AMR,,2020,9,5_14,
Netherlands Antilles,ANT,AMR,,2020,8,5_14,
Netherlands Antilles,ANT,AMR,,2020,7,5_14,
Netherlands Antilles,ANT,AMR,,2020,11,65+,
Netherlands Antilles,ANT,AMR,,2020,7,65+,
Netherlands Antilles,ANT,AMR,,2020,12,65+,
Netherlands Antilles,ANT,AMR,,2020,8,0_4,
Netherlands Antilles,ANT,AMR,,2020,2,15_64,
Netherlands Antilles,ANT,AMR,,2020,6,65+,
Netherlands Antilles,ANT,AMR,,2020,1,15_64,
Netherlands Antilles,ANT,AMR,,2020,9,15_64,
Netherlands Antilles,ANT,AMR,,2020,8,15_64,
Netherlands Antilles,ANT,AMR,,2020,5,65+,
Netherlands Antilles,ANT,AMR,,2020,4,5_14,
Netherlands Antilles,ANT,AMR,,2020,3,5_14,
Netherlands Antilles,ANT,AMR,,2020,2,65+,
Netherlands Antilles,ANT,AMR,,2020,1,65+,
Netherlands Antilles,ANT,AMR,,2020,12,15_64,
Netherlands Antilles,ANT,AMR,,2020,11,5_14,
Netherlands Antilles,ANT,AMR,,2020,10,5_14,
Netherlands Antilles,ANT,AMR,,2020,4,65+,
Netherlands Antilles,ANT,AMR,,2020,3,65+,
Netherlands Antilles,ANT,AMR,,2020,7,0_4,
Netherlands Antilles,ANT,AMR,,2020,6,15_64,
Netherlands Antilles,ANT,AMR,,2020,5,15_64,
Netherlands Antilles,ANT,AMR,,2020,9,0_4,
New Caledonia,NCL,WPR,HIC,2020,7,5_14,
New Caledonia,NCL,WPR,HIC,2020,11,0_4,
New Caledonia,NCL,WPR,HIC,2020,10,0_4,
New Caledonia,NCL,WPR,HIC,2020,9,65+,
New Caledonia,NCL,WPR,HIC,2020,8,65+,
New Caledonia,NCL,WPR,HIC,2020,9,15_64,
New Caledonia,NCL,WPR,HIC,2020,8,15_64,
New Caledonia,NCL,WPR,HIC,2020,7,15_64,
New Caledonia,NCL,WPR,HIC,2020,4,0_4,
New Caledonia,NCL,WPR,HIC,2020,3,0_4,
New Caledonia,NCL,WPR,HIC,2020,1,5_14,
New Caledonia,NCL,WPR,HIC,2020,9,5_14,
New Caledonia,NCL,WPR,HIC,2020,8,5_14,
New Caledonia,NCL,WPR,HIC,2020,6,65+,
New Caledonia,NCL,WPR,HIC,2020,5,65+,
New Caledonia,NCL,WPR,HIC,2020,2,65+,
New Caledonia,NCL,WPR,HIC,2020,1,65+,
New Caledonia,NCL,WPR,HIC,2020,7,65+,
New Caledonia,NCL,WPR,HIC,2020,12,65+,
New Caledonia,NCL,WPR,HIC,2020,10,15_64,
New Caledonia,NCL,WPR,HIC,2020,3,15_64,
New Caledonia,NCL,WPR,HIC,2020,11,65+,
New Caledonia,NCL,WPR,HIC,2020,11,5_14,
New Caledonia,NCL,WPR,HIC,2020,10,65+,
New Caledonia,NCL,WPR,HIC,2020,10,5_14,
New Caledonia,NCL,WPR,HIC,2020,4,65+,
New Caledonia,NCL,WPR,HIC,2020,9,0_4,
New Caledonia,NCL,WPR,HIC,2020,8,0_4,
New Caledonia,NCL,WPR,HIC,2020,7,0_4,
New Caledonia,NCL,WPR,HIC,2020,4,5_14,
New Caledonia,NCL,WPR,HIC,2020,4,15_64,
New Caledonia,NCL,WPR,HIC,2020,3,5_14,
New Caledonia,NCL,WPR,HIC,2020,11,15_64,
New Caledonia,NCL,WPR,HIC,2020,12,5_14,
New Caledonia,NCL,WPR,HIC,2020,6,15_64,
New Caledonia,NCL,WPR,HIC,2020,12,0_4,
New Caledonia,NCL,WPR,HIC,2020,6,0_4,
New Caledonia,NCL,WPR,HIC,2020,5,15_64,
New Caledonia,NCL,WPR,HIC,2020,2,15_64,
New Caledonia,NCL,WPR,HIC,2020,1,15_64,
New Caledonia,NCL,WPR,HIC,2020,12,15_64,
New Caledonia,NCL,WPR,HIC,2020,6,5_14,
New Caledonia,NCL,WPR,HIC,2020,5,5_14,
New Caledonia,NCL,WPR,HIC,2020,5,0_4,
New Caledonia,NCL,WPR,HIC,2020,3,65+,
New Caledonia,NCL,WPR,HIC,2020,2,5_14,
New Caledonia,NCL,WPR,HIC,2020,2,0_4,
New Caledonia,NCL,WPR,HIC,2020,1,0_4,
New Zealand,NZL,WPR,HIC,2020,2,5_14,
New Zealand,NZL,WPR,HIC,2020,11,65+,
New Zealand,NZL,WPR,HIC,2020,11,5_14,
New Zealand,NZL,WPR,HIC,2020,10,65+,
New Zealand,NZL,WPR,HIC,2020,2,15_64,
New Zealand,NZL,WPR,HIC,2020,1,15_64,
New Zealand,NZL,WPR,HIC,2020,3,0_4,0
New Zealand,NZL,WPR,HIC,2020,3,5_14,0
New Zealand,NZL,WPR,HIC,2020,4,65+,
New Zealand,NZL,WPR,HIC,2020,7,0_4,
New Zealand,NZL,WPR,HIC,2020,6,5_14,
New Zealand,NZL,WPR,HIC,2020,6,0_4,
New Zealand,NZL,WPR,HIC,2020,5,65+,
New Zealand,NZL,WPR,HIC,2020,5,5_14,
New Zealand,NZL,WPR,HIC,2020,5,0_4,
New Zealand,NZL,WPR,HIC,2020,12,65+,
New Zealand,NZL,WPR,HIC,2020,11,0_4,
New Zealand,NZL,WPR,HIC,2020,10,0_4,
New Zealand,NZL,WPR,HIC,2020,9,5_14,
New Zealand,NZL,WPR,HIC,2020,8,5_14,
New Zealand,NZL,WPR,HIC,2020,8,15_64,
New Zealand,NZL,WPR,HIC,2020,7,5_14,
New Zealand,NZL,WPR,HIC,2020,7,15_64,
New Zealand,NZL,WPR,HIC,2020,4,0_4,
New Zealand,NZL,WPR,HIC,2020,3,15_64,0
New Zealand,NZL,WPR,HIC,2020,9,15_64,
New Zealand,NZL,WPR,HIC,2020,8,0_4,
New Zealand,NZL,WPR,HIC,2020,6,65+,
New Zealand,NZL,WPR,HIC,2020,10,15_64,
New Zealand,NZL,WPR,HIC,2020,11,15_64,
New Zealand,NZL,WPR,HIC,2020,1,0_4,
New Zealand,NZL,WPR,HIC,2020,10,5_14,
New Zealand,NZL,WPR,HIC,2020,6,15_64,
New Zealand,NZL,WPR,HIC,2020,5,15_64,
New Zealand,NZL,WPR,HIC,2020,4,5_14,
New Zealand,NZL,WPR,HIC,2020,3,65+,0
New Zealand,NZL,WPR,HIC,2020,2,65+,
New Zealand,NZL,WPR,HIC,2020,1,65+,
New Zealand,NZL,WPR,HIC,2020,12,15_64,
New Zealand,NZL,WPR,HIC,2020,9,0_4,
New Zealand,NZL,WPR,HIC,2020,8,65+,
New Zealand,NZL,WPR,HIC,2020,7,65+,
New Zealand,NZL,WPR,HIC,2020,1,5_14,
New Zealand,NZL,WPR,HIC,2020,12,5_14,
New Zealand,NZL,WPR,HIC,2020,12,0_4,
New Zealand,NZL,WPR,HIC,2020,4,15_64,
New Zealand,NZL,WPR,HIC,2020,2,0_4,
New Zealand,NZL,WPR,HIC,2020,9,65+,
Nicaragua,NIC,AMR,LMC,2020,4,15_64,
Nicaragua,NIC,AMR,LMC,2020,3,15_64,
Nicaragua,NIC,AMR,LMC,2020,11,65+,
Nicaragua,NIC,AMR,LMC,2020,10,65+,
Nicaragua,NIC,AMR,LMC,2020,9,5_14,
Nicaragua,NIC,AMR,LMC,2020,11,15_64,
Nicaragua,NIC,AMR,LMC,2020,6,65+,
Nicaragua,NIC,AMR,LMC,2020,6,5_14,
Nicaragua,NIC,AMR,LMC,2020,5,65+,
Nicaragua,NIC,AMR,LMC,2020,5,5_14,
Nicaragua,NIC,AMR,LMC,2020,2,65+,
Nicaragua,NIC,AMR,LMC,2020,10,15_64,
Nicaragua,NIC,AMR,LMC,2020,8,15_64,
Nicaragua,NIC,AMR,LMC,2020,7,15_64,
Nicaragua,NIC,AMR,LMC,2020,1,65+,
Nicaragua,NIC,AMR,LMC,2020,9,65+,
Nicaragua,NIC,AMR,LMC,2020,4,5_14,
Nicaragua,NIC,AMR,LMC,2020,3,5_14,
Nicaragua,NIC,AMR,LMC,2020,12,15_64,
Nicaragua,NIC,AMR,LMC,2020,11,5_14,
Nicaragua,NIC,AMR,LMC,2020,10,5_14,
Nicaragua,NIC,AMR,LMC,2020,8,65+,
Nicaragua,NIC,AMR,LMC,2020,12,0_4,
Nicaragua,NIC,AMR,LMC,2020,7,65+,
Nicaragua,NIC,AMR,LMC,2020,12,5_14,
Nicaragua,NIC,AMR,LMC,2020,1,5_14,
Nicaragua,NIC,AMR,LMC,2020,9,0_4,
Nicaragua,NIC,AMR,LMC,2020,8,5_14,
Nicaragua,NIC,AMR,LMC,2020,8,0_4,
Nicaragua,NIC,AMR,LMC,2020,7,5_14,
Nicaragua,NIC,AMR,LMC,2020,7,0_4,
Nicaragua,NIC,AMR,LMC,2020,10,0_4,
Nicaragua,NIC,AMR,LMC,2020,9,15_64,
Nicaragua,NIC,AMR,LMC,2020,4,65+,
Nicaragua,NIC,AMR,LMC,2020,4,0_4,
Nicaragua,NIC,AMR,LMC,2020,3,65+,
Nicaragua,NIC,AMR,LMC,2020,3,0_4,
Nicaragua,NIC,AMR,LMC,2020,12,65+,
Nicaragua,NIC,AMR,LMC,2020,11,0_4,
Nicaragua,NIC,AMR,LMC,2020,6,15_64,
Nicaragua,NIC,AMR,LMC,2020,5,15_64,
Nicaragua,NIC,AMR,LMC,2020,2,5_14,
Nicaragua,NIC,AMR,LMC,2020,2,15_64,
Nicaragua,NIC,AMR,LMC,2020,1,15_64,
Nicaragua,NIC,AMR,LMC,2020,6,0_4,
Nicaragua,NIC,AMR,LMC,2020,5,0_4,
Nicaragua,NIC,AMR,LMC,2020,2,0_4,
Nicaragua,NIC,AMR,LMC,2020,1,0_4,
Niger,NER,AFR,LIC,2020,12,0_4,0
Niger,NER,AFR,LIC,2020,11,0_4,0
Niger,NER,AFR,LIC,2020,10,65+,0
Niger,NER,AFR,LIC,2020,9,65+,0
Niger,NER,AFR,LIC,2020,5,15_64,0
Niger,NER,AFR,LIC,2020,4,15_64,0
Niger,NER,AFR,LIC,2020,3,5_14,0
Niger,NER,AFR,LIC,2020,2,15_64,0
Niger,NER,AFR,LIC,2020,2,0_4,
Niger,NER,AFR,LIC,2020,12,15_64,0
Niger,NER,AFR,LIC,2020,3,0_4,0
Niger,NER,AFR,LIC,2020,8,15_64,0
Niger,NER,AFR,LIC,2020,3,15_64,0
Niger,NER,AFR,LIC,2020,2,5_14,0
Niger,NER,AFR,LIC,2020,1,65+,
Niger,NER,AFR,LIC,2020,10,0_4,0
Niger,NER,AFR,LIC,2020,9,5_14,0
Niger,NER,AFR,LIC,2020,9,0_4,0
Niger,NER,AFR,LIC,2020,7,15_64,0
Niger,NER,AFR,LIC,2020,6,15_64,0
Niger,NER,AFR,LIC,2020,5,5_14,0
Niger,NER,AFR,LIC,2020,4,5_14,0
Niger,NER,AFR,LIC,2020,12,65+,0
Niger,NER,AFR,LIC,2020,11,65+,0
Niger,NER,AFR,LIC,2020,10,5_14,0
Niger,NER,AFR,LIC,2020,1,15_64,
Niger,NER,AFR,LIC,2020,6,65+,0
Niger,NER,AFR,LIC,2020,1,0_4,
Niger,NER,AFR,LIC,2020,7,65+,0
Niger,NER,AFR,LIC,2020,11,5_14,0
Niger,NER,AFR,LIC,2020,11,15_64,0
Niger,NER,AFR,LIC,2020,8,5_14,0
Niger,NER,AFR,LIC,2020,5,65+,0
Niger,NER,AFR,LIC,2020,5,0_4,0
Niger,NER,AFR,LIC,2020,4,65+,0
Niger,NER,AFR,LIC,2020,4,0_4,0
Niger,NER,AFR,LIC,2020,2,65+,0
Niger,NER,AFR,LIC,2020,1,5_14,
Niger,NER,AFR,LIC,2020,8,65+,0
Niger,NER,AFR,LIC,2020,10,15_64,0
Niger,NER,AFR,LIC,2020,9,15_64,0
Niger,NER,AFR,LIC,2020,7,5_14,0
Niger,NER,AFR,LIC,2020,7,0_4,0
Niger,NER,AFR,LIC,2020,6,5_14,0
Niger,NER,AFR,LIC,2020,6,0_4,0
Niger,NER,AFR,LIC,2020,3,65+,0
Niger,NER,AFR,LIC,2020,12,5_14,0
Niger,NER,AFR,LIC,2020,8,0_4,0
Nigeria,NGA,AFR,LMC,2020,11,0_4,
Nigeria,NGA,AFR,LMC,2020,10,0_4,
Nigeria,NGA,AFR,LMC,2020,1,15_64,
Nigeria,NGA,AFR,LMC,2020,11,15_64,
Nigeria,NGA,AFR,LMC,2020,10,15_64,
Nigeria,NGA,AFR,LMC,2020,9,5_14,
Nigeria,NGA,AFR,LMC,2020,8,5_14,
Nigeria,NGA,AFR,LMC,2020,7,5_14,
Nigeria,NGA,AFR,LMC,2020,4,5_14,0
Nigeria,NGA,AFR,LMC,2020,2,65+,
Nigeria,NGA,AFR,LMC,2020,11,65+,
Nigeria,NGA,AFR,LMC,2020,1,0_4,
Nigeria,NGA,AFR,LMC,2020,2,15_64,0
Nigeria,NGA,AFR,LMC,2020,12,65+,
Nigeria,NGA,AFR,LMC,2020,9,0_4,
Nigeria,NGA,AFR,LMC,2020,8,0_4,
Nigeria,NGA,AFR,LMC,2020,7,0_4,
Nigeria,NGA,AFR,LMC,2020,12,5_14,
Nigeria,NGA,AFR,LMC,2020,12,0_4,
Nigeria,NGA,AFR,LMC,2020,9,65+,
Nigeria,NGA,AFR,LMC,2020,8,65+,
Nigeria,NGA,AFR,LMC,2020,7,65+,
Nigeria,NGA,AFR,LMC,2020,7,15_64,
Nigeria,NGA,AFR,LMC,2020,6,5_14,
Nigeria,NGA,AFR,LMC,2020,6,0_4,
Nigeria,NGA,AFR,LMC,2020,5,5_14,
Nigeria,NGA,AFR,LMC,2020,5,0_4,
Nigeria,NGA,AFR,LMC,2020,3,5_14,0
Nigeria,NGA,AFR,LMC,2020,3,15_64,5
Nigeria,NGA,AFR,LMC,2020,3,0_4,0
Nigeria,NGA,AFR,LMC,2020,2,0_4,
Nigeria,NGA,AFR,LMC,2020,5,65+,
Nigeria,NGA,AFR,LMC,2020,6,65+,
Nigeria,NGA,AFR,LMC,2020,9,15_64,
Nigeria,NGA,AFR,LMC,2020,8,15_64,
Nigeria,NGA,AFR,LMC,2020,6,15_64,
Nigeria,NGA,AFR,LMC,2020,5,15_64,
Nigeria,NGA,AFR,LMC,2020,4,15_64,4
Nigeria,NGA,AFR,LMC,2020,4,0_4,0
Nigeria,NGA,AFR,LMC,2020,2,5_14,
Nigeria,NGA,AFR,LMC,2020,1,65+,
Nigeria,NGA,AFR,LMC,2020,1,5_14,
Nigeria,NGA,AFR,LMC,2020,12,15_64,
Nigeria,NGA,AFR,LMC,2020,11,5_14,
Nigeria,NGA,AFR,LMC,2020,10,65+,
Nigeria,NGA,AFR,LMC,2020,10,5_14,
Nigeria,NGA,AFR,LMC,2020,4,65+,
Nigeria,NGA,AFR,LMC,2020,3,65+,2
Niue,NIU,WPR,,2020,8,5_14,
Niue,NIU,WPR,,2020,8,15_64,
Niue,NIU,WPR,,2020,7,5_14,
Niue,NIU,WPR,,2020,7,15_64,
Niue,NIU,WPR,,2020,2,65+,
Niue,NIU,WPR,,2020,1,65+,
Niue,NIU,WPR,,2020,9,0_4,
Niue,NIU,WPR,,2020,8,0_4,
Niue,NIU,WPR,,2020,7,0_4,
Niue,NIU,WPR,,2020,11,0_4,
Niue,NIU,WPR,,2020,10,0_4,
Niue,NIU,WPR,,2020,6,15_64,
Niue,NIU,WPR,,2020,5,5_14,
Niue,NIU,WPR,,2020,5,15_64,
Niue,NIU,WPR,,2020,4,0_4,
Niue,NIU,WPR,,2020,2,5_14,
Niue,NIU,WPR,,2020,2,15_64,
Niue,NIU,WPR,,2020,9,15_64,
Niue,NIU,WPR,,2020,1,5_14,
Niue,NIU,WPR,,2020,9,5_14,
Niue,NIU,WPR,,2020,1,15_64,
Niue,NIU,WPR,,2020,12,5_14,
Niue,NIU,WPR,,2020,5,0_4,
Niue,NIU,WPR,,2020,4,15_64,
Niue,NIU,WPR,,2020,2,0_4,
Niue,NIU,WPR,,2020,1,0_4,
Niue,NIU,WPR,,2020,6,0_4,
Niue,NIU,WPR,,2020,12,65+,
Niue,NIU,WPR,,2020,10,15_64,
Niue,NIU,WPR,,2020,7,65+,
Niue,NIU,WPR,,2020,6,65+,
Niue,NIU,WPR,,2020,6,5_14,
Niue,NIU,WPR,,2020,5,65+,
Niue,NIU,WPR,,2020,12,0_4,
Niue,NIU,WPR,,2020,11,65+,
Niue,NIU,WPR,,2020,10,65+,
Niue,NIU,WPR,,2020,3,15_64,
Niue,NIU,WPR,,2020,12,15_64,
Niue,NIU,WPR,,2020,4,65+,
Niue,NIU,WPR,,2020,4,5_14,
Niue,NIU,WPR,,2020,3,65+,
Niue,NIU,WPR,,2020,3,5_14,
Niue,NIU,WPR,,2020,3,0_4,
Niue,NIU,WPR,,2020,11,5_14,
Niue,NIU,WPR,,2020,10,5_14,
Niue,NIU,WPR,,2020,9,65+,
Niue,NIU,WPR,,2020,8,65+,
Niue,NIU,WPR,,2020,11,15_64,
Norfolk Island,NFK,WPR,,2020,4,0_4,
Norfolk Island,NFK,WPR,,2020,7,5_14,
Norfolk Island,NFK,WPR,,2020,7,0_4,
Norfolk Island,NFK,WPR,,2020,6,15_64,
Norfolk Island,NFK,WPR,,2020,3,65+,
Norfolk Island,NFK,WPR,,2020,11,65+,
Norfolk Island,NFK,WPR,,2020,10,65+,
Norfolk Island,NFK,WPR,,2020,4,65+,
Norfolk Island,NFK,WPR,,2020,11,0_4,
Norfolk Island,NFK,WPR,,2020,10,0_4,
Norfolk Island,NFK,WPR,,2020,4,15_64,
Norfolk Island,NFK,WPR,,2020,3,15_64,
Norfolk Island,NFK,WPR,,2020,1,5_14,
Norfolk Island,NFK,WPR,,2020,11,15_64,
Norfolk Island,NFK,WPR,,2020,10,15_64,
Norfolk Island,NFK,WPR,,2020,9,5_14,
Norfolk Island,NFK,WPR,,2020,8,5_14,
Norfolk Island,NFK,WPR,,2020,7,65+,
Norfolk Island,NFK,WPR,,2020,3,0_4,
Norfolk Island,NFK,WPR,,2020,8,0_4,
Norfolk Island,NFK,WPR,,2020,9,0_4,
Norfolk Island,NFK,WPR,,2020,1,15_64,
Norfolk Island,NFK,WPR,,2020,6,0_4,
Norfolk Island,NFK,WPR,,2020,5,5_14,
Norfolk Island,NFK,WPR,,2020,2,5_14,
Norfolk Island,NFK,WPR,,2020,11,5_14,
Norfolk Island,NFK,WPR,,2020,10,5_14,
Norfolk Island,NFK,WPR,,2020,6,65+,
Norfolk Island,NFK,WPR,,2020,5,65+,
Norfolk Island,NFK,WPR,,2020,5,0_4,
Norfolk Island,NFK,WPR,,2020,2,65+,
Norfolk Island,NFK,WPR,,2020,2,0_4,
Norfolk Island,NFK,WPR,,2020,1,65+,
Norfolk Island,NFK,WPR,,2020,1,0_4,
Norfolk Island,NFK,WPR,,2020,12,65+,
Norfolk Island,NFK,WPR,,2020,5,15_64,
Norfolk Island,NFK,WPR,,2020,4,5_14,
Norfolk Island,NFK,WPR,,2020,3,5_14,
Norfolk Island,NFK,WPR,,2020,2,15_64,
Norfolk Island,NFK,WPR,,2020,6,5_14,
Norfolk Island,NFK,WPR,,2020,7,15_64,
Norfolk Island,NFK,WPR,,2020,9,15_64,
Norfolk Island,NFK,WPR,,2020,12,5_14,
Norfolk Island,NFK,WPR,,2020,9,65+,
Norfolk Island,NFK,WPR,,2020,8,65+,
Norfolk Island,NFK,WPR,,2020,12,0_4,
Norfolk Island,NFK,WPR,,2020,8,15_64,
Norfolk Island,NFK,WPR,,2020,12,15_64,
North Macedonia,MKD,EUR,UMC,2020,4,65+,40
